date,temp_c,rain,humidity_pct,wind_kmh,holiday,promotion,rentals
2021-03-07,10.146905775854016,1,76.59075840960313,17.10920488714857,0,1,639
2021-03-08,12.308847869600942,0,60.1023368876915,10.950813792671815,0,0,1680
2021-03-09,13.047546410343369,1,83.40462106024452,4.264803289625792,0,0,954
2021-03-10,15.331367683161204,1,66.5343675834085,13.75660398734454,0,1,1450
2021-03-11,14.728726397603396,0,60.16344056742729,12.886444822949839,0,0,1536
2021-03-12,16.119894470089125,0,56.4784423728686,3.339810358346512,0,0,1502
2021-03-13,17.171785472105086,0,50.33601784819813,5.532407776908062,0,1,2044
2021-03-14,14.621972245252287,1,78.90755604635682,6.040536614065164,0,1,816
2021-03-15,18.951629602997244,0,65.11194818926928,7.187610560760816,0,1,2160
2021-03-16,17.279174803189072,1,88.75622345903113,10.693447990300234,0,0,909
2021-03-17,19.377106032500095,1,65.53120237223581,25.067787256422577,0,0,1135
2021-03-18,18.44195672981136,1,69.6136110981363,10.249079827365856,0,0,1252
2021-03-19,12.598114897236194,1,79.95939038862899,10.223824869586728,0,0,857
2021-03-20,13.832553039085612,0,55.96638541831501,20.430129493349664,0,0,1531
2021-03-21,15.77606005902064,0,59.78569675507127,1.7950420164539187,0,0,1756
2021-03-22,20.377678658080267,0,47.85086879967563,1.853006983573556,0,1,2608
2021-03-23,17.077019991698258,0,65.75146066612126,3.5766860725710385,0,0,1746
2021-03-24,21.840393566686075,0,53.92223292758835,30.35492920090875,0,0,1850
2021-03-25,19.01849861707486,0,51.770136052750175,14.740141667005696,0,0,1679
2021-03-26,16.316454977302808,0,62.52331207020226,12.187128300605611,0,0,1596
2021-03-27,17.380768064948775,0,49.41261296213682,14.06792567572538,0,0,1415
2021-03-28,18.091318105766316,0,55.9660832651966,14.082057718072871,0,0,1598
2021-03-29,16.718561513197056,0,59.11818375737858,22.516778163755554,0,0,1666
2021-03-30,14.752994621287533,1,76.73699067375831,7.135863228361939,0,0,677
2021-03-31,10.142474347758647,0,72.42067746448417,4.446030813278504,0,0,1477
2021-04-01,13.29314680922986,0,55.58693365899931,17.866854200547102,0,0,1270
2021-04-02,13.4681085624743,0,65.74919188546725,1.6728281752838954,0,0,1513
2021-04-03,15.711587552829526,0,59.15677866135655,7.66574756303952,0,0,1635
2021-04-04,18.562304537887,0,66.628317026389,11.968202494062396,0,1,1705
2021-04-05,18.10365212435308,0,61.92629530190159,11.130820287636661,0,0,1667
2021-04-06,17.17771762094526,0,59.29801053185434,4.043572206662157,0,0,1819
2021-04-07,14.660562744823427,0,56.536413432904034,6.295278693571881,0,0,1975
2021-04-08,19.013060222821256,0,62.91912526113778,18.681574321938815,0,0,1734
2021-04-09,22.415139611638864,0,48.59893513493515,3.6567847520430483,0,0,1717
2021-04-10,19.361306461902874,0,60.31394473371845,6.886655437184326,0,0,1726
2021-04-11,22.36102854043156,0,44.93249642981681,5.0785568907991285,0,0,1930
2021-04-12,21.97270453202252,0,62.71912343146241,8.28859437750611,0,0,1953
2021-04-13,21.5566542772722,0,67.35794025606545,14.6220570913586,0,0,1720
2021-04-14,18.31139903492045,0,63.497596519954904,11.695171231351633,0,0,1692
2021-04-15,20.815797143763973,0,58.15765900807325,5.197677626375448,0,0,2018
2021-04-16,18.303726215143953,0,64.32038411598076,5.501336979278154,0,0,1691
2021-04-17,16.757696483782574,0,61.93501340495224,27.41947533873778,0,0,1634
2021-04-18,17.34311185083358,1,88.91698624912178,6.648193284872319,0,1,1120
2021-04-19,16.9844720923912,0,74.77205498651296,9.356586647134558,0,0,1911
2021-04-20,12.467487102851837,0,67.15816721729655,14.211120153167037,0,0,1434
2021-04-21,12.862605585551046,1,93.07576518884571,8.588131682580265,0,1,1223
2021-04-22,10.241974374819687,0,53.51547430954043,4.24514160700816,0,1,1604
2021-04-23,14.716525507191692,0,55.54570561604287,15.02889615239315,0,0,1479
2021-04-24,15.353038891617707,1,85.77746358913608,11.86501530192563,0,0,885
2021-04-25,15.623832946276007,0,65.51535914653775,14.896829508619353,0,0,1554
2021-04-26,17.132721779393275,0,62.74281975630456,7.94176457948156,0,0,2045
2021-04-27,19.51171238070807,0,62.037039325842514,10.674086735075402,0,0,1679
2021-04-28,21.117214089362598,0,60.609275134619196,5.138498299353841,0,0,1854
2021-04-29,20.40733867295586,0,74.19382810803947,20.257881960807918,0,1,2199
2021-04-30,23.198288689873756,0,63.544128065592425,12.954303437659746,0,0,2019
2021-05-01,21.370808988344645,1,86.96384724237657,10.496019617005738,0,0,1356
2021-05-02,22.640029259229003,1,66.40326571653358,13.330172845038586,0,0,1154
2021-05-03,25.24002811253584,0,64.67357727876023,13.517717515558672,0,0,1850
2021-05-04,28.61016932381641,0,62.93387940122214,8.645180337515624,0,0,2048
2021-05-05,27.13818064636513,0,51.46951226330012,5.588425467560885,0,1,2542
2021-05-06,25.57153278498348,0,64.64022635864643,1.0294380767479807,0,0,2263
2021-05-07,25.39902251172095,0,61.8491299882799,2.191334156063525,0,0,2085
2021-05-08,26.341722806437495,0,48.22716745253974,15.034685524744342,0,0,2111
2021-05-09,33.478640474034314,0,57.55027875241481,4.133572701566275,0,1,2134
2021-05-10,25.203235040559637,0,60.155814192465336,6.760181785783171,0,0,1940
2021-05-11,20.8890119820924,0,63.46428018767412,11.379535871658074,0,0,1740
2021-05-12,25.25191108667161,1,72.45661582270228,5.843748070773959,0,0,1123
2021-05-13,20.331420969135433,1,73.53804949553458,12.944396650855875,0,0,1010
2021-05-14,24.709847690423125,0,61.47553245998539,3.559952539214791,0,1,2000
2021-05-15,21.177107766714485,0,64.25247919559074,17.522112582103965,0,0,1953
2021-05-16,25.57424910927686,0,53.69089408522698,6.269235369591857,0,0,2054
2021-05-17,27.666910780669934,0,66.97975255171458,7.030908261958601,0,1,2011
2021-05-18,27.42738985963235,0,56.642641730659264,4.591841495166799,0,0,1977
2021-05-19,27.039949861581718,0,53.85329276296994,6.675703929964017,0,0,1803
2021-05-20,23.63905396647214,0,67.27418218838258,7.812435136741097,0,0,1675
2021-05-21,22.918758432530268,0,59.48936811671531,4.658016900183287,0,0,2166
2021-05-22,23.13989407111321,0,52.31629001029739,1.7080006388180138,0,0,2535
2021-05-23,24.325032870373633,0,59.81743015252038,10.265935296741524,0,0,2293
2021-05-24,24.961426175807258,0,64.85573257697104,4.046213174607336,0,0,2151
2021-05-25,23.64204190340051,0,63.214069596740245,4.0477039034661315,0,0,1769
2021-05-26,22.20665931001155,0,57.653794776245334,6.576466591486597,0,0,2221
2021-05-27,22.460475711812297,0,59.03264193801165,8.464891627766228,0,0,2263
2021-05-28,19.410517686897762,0,58.01482423274309,4.135855769367514,0,0,2107
2021-05-29,19.99083821043213,1,84.85533528312571,14.2977786849134,0,0,1203
2021-05-30,26.066222047739004,1,70.83927280833537,3.6090982306139585,0,0,1229
2021-05-31,27.179388371705645,0,63.21511286143015,9.193106848592457,0,0,1891
2021-06-01,25.722437752300422,0,56.75972972592329,1.5641160077295941,0,0,1819
2021-06-02,25.878754933939287,0,60.85629751765251,5.126283069609249,0,0,1527
2021-06-03,20.14899754606074,1,84.65630223381031,24.493575270226746,0,1,1174
2021-06-04,20.24365261598036,0,60.060314803050474,12.21153741307888,0,0,1831
2021-06-05,25.4528609596134,0,55.08682724731268,5.450164888646779,0,0,2368
2021-06-06,23.047089432672607,0,60.791040412979704,8.381401103500878,0,0,1935
2021-06-07,23.628796652749735,0,65.3590398424673,5.401791273374064,0,0,1873
2021-06-08,20.04208233975151,0,68.059207894498,6.960815269992508,0,0,1841
2021-06-09,24.95429140272875,0,52.968384161918415,12.400284631496191,0,1,2148
2021-06-10,23.847693682913036,0,54.425306072102785,9.789026623950422,0,0,1543
2021-06-11,28.58770214433555,0,53.853171038989395,14.287280648037132,0,0,1808
2021-06-12,26.224565117591478,0,59.72692991640238,10.737043400423389,0,0,1754
2021-06-13,27.77291986868546,0,61.37980723532634,3.4311682815926954,0,0,1706
2021-06-14,26.611684452558656,0,54.63048587416455,6.853501933959233,0,0,1832
2021-06-15,28.88063353741919,1,74.16520121673182,9.100056174589113,0,0,1371
2021-06-16,29.265811824510518,1,78.18115753951896,24.323246835192425,0,0,951
2021-06-17,26.38636310639657,0,54.33654834988395,5.606492240177676,0,0,2021
2021-06-18,25.444476329174158,0,66.39865900858702,7.178511942704411,0,0,2345
2021-06-19,23.73658552500106,0,53.87529703360445,4.6327783941135205,0,0,2237
2021-06-20,27.660289024569433,0,59.253384060979386,8.177050499468203,0,0,2272
2021-06-21,26.77961412530997,0,67.00612099444655,7.306298426010708,0,0,2171
2021-06-22,23.085186654724218,1,71.36933445029891,8.930442554249211,0,0,1030
2021-06-23,20.695871395023314,0,59.69208135807928,16.554718809459004,0,0,2021
2021-06-24,21.927720336875183,0,57.591839340060034,5.797406102012409,0,0,1912
2021-06-25,23.8702874617071,0,67.64561525520679,11.206508454156683,0,0,2008
2021-06-26,22.84242479970549,0,57.380431937173256,3.7521182798233115,0,1,2646
2021-06-27,20.09228647911297,0,62.42773518598648,5.930841824337184,0,0,2247
2021-06-28,22.979273455271986,0,63.872077716826375,7.300104649583734,0,0,1682
2021-06-29,26.0731817250106,0,64.04886916516669,4.351652900235004,0,0,1933
2021-06-30,25.991510248798658,0,59.41136436373744,6.7556381480444285,0,0,1781
2021-07-01,28.553217676678596,0,62.135230653158295,4.912907979353967,0,0,1817
2021-07-02,29.76220264895903,0,51.315270265209456,7.2210959671021895,0,0,2011
2021-07-03,31.235060797908275,0,49.6405232323076,6.391603333082563,0,0,2165
2021-07-04,32.81845653057253,0,52.38780807190741,5.982739163950086,1,0,1560
2021-07-05,31.163353048331913,0,52.92947034537019,8.220075848099869,0,0,1926
2021-07-06,30.38267870053143,0,57.90461202891476,6.343614563472432,0,0,1731
2021-07-07,29.044621744601073,0,60.18462086163334,10.233538818287853,0,0,1964
2021-07-08,28.215267617483974,0,52.30868802805854,8.357061338683582,0,0,1634
2021-07-09,30.590853997071758,0,45.47002198972018,13.606395165461702,0,0,1476
2021-07-10,33.11800457211315,0,47.596011877272886,2.6942117054723904,0,0,1835
2021-07-11,32.29309866601658,0,50.613157267190886,3.5519246131424804,0,1,2183
2021-07-12,23.449528042046314,0,51.210031077201705,7.2446353367232454,0,0,1875
2021-07-13,22.002140423817615,0,67.73465013625129,8.092612957336357,0,0,1917
2021-07-14,20.900802420096092,0,59.53749566145911,5.476092825455819,0,0,1844
2021-07-15,23.836452778941748,0,56.63558091386137,20.996844828908653,0,0,1966
2021-07-16,22.80702673412415,0,55.04103203478732,2.707943961569117,0,0,2174
2021-07-17,28.65743704389036,1,79.83736904759247,5.249879037691299,0,0,1303
2021-07-18,28.783977199610362,0,54.82456420152205,3.4393437556376365,0,0,1896
2021-07-19,27.063171308812837,0,55.27137846746017,1.6316180422537407,0,1,2046
2021-07-20,26.35943465395749,0,48.779144985784875,4.520574671338954,0,0,2598
2021-07-21,27.790111334281075,0,52.49604181147458,1.4857469127148262,0,0,1757
2021-07-22,27.46224347414709,0,65.02791785155831,7.109180656230215,0,0,1855
2021-07-23,25.084057008282155,0,58.40875470952708,2.0303560947248203,0,0,1867
2021-07-24,21.90161610890094,1,81.01143835066293,9.116686224077618,0,0,1564
2021-07-25,26.424382673835662,1,79.85743291141847,9.268536226856046,0,0,1757
2021-07-26,24.56919449283252,1,74.73664013127146,7.05464312298439,0,0,1327
2021-07-27,25.695781213142215,0,57.80154792037348,6.345322055255229,0,0,1801
2021-07-28,25.13379001093995,0,47.1725502236533,15.897009975708652,0,0,1917
2021-07-29,22.965780917757616,0,52.43999094954976,6.566765181189679,0,0,2647
2021-07-30,24.367975451275715,0,57.58817778906052,5.615936191473823,0,0,1868
2021-07-31,24.452183467549002,0,55.610329731084505,8.29599725213592,0,0,2428
2021-08-01,23.86765994872581,0,65.22062648245911,2.8011840596290583,0,0,2270
2021-08-02,23.353048967610878,1,78.45770390653107,7.088476271145582,0,0,1656
2021-08-03,24.047994517638728,0,56.873747163119475,8.429090298577357,0,0,1846
2021-08-04,25.358763676631558,0,58.67358464765275,7.350917584918702,0,0,1746
2021-08-05,22.922246709241367,0,51.508075245683166,19.802302161101554,0,1,2786
2021-08-06,22.999192735575217,0,58.314805289485655,3.7195408830761822,0,0,1975
2021-08-07,26.42004304187101,0,58.7775727876985,7.966159952030582,0,1,2656
2021-08-08,23.388149294216753,0,51.54304493669322,7.0947539103732,0,0,1868
2021-08-09,22.468037819882007,0,58.63058687108812,1.7824331216094838,0,0,1815
2021-08-10,15.857816505317178,0,67.2920943950885,5.995532056479581,0,0,1606
2021-08-11,19.16288596853323,0,71.24871693875464,7.941670357660926,0,0,1579
2021-08-12,17.90527696657886,1,66.04276974915969,9.543046224580028,0,0,1222
2021-08-13,18.244535017142617,0,49.66522828431522,2.080121036197621,0,0,1782
2021-08-14,16.608997041890333,0,55.06307672017888,14.610611796322907,0,0,1958
2021-08-15,15.164782730834217,0,57.140694836141265,7.606875144267305,0,0,1899
2021-08-16,15.78969031790283,1,80.69778809825665,5.923511980807857,0,0,1540
2021-08-17,19.27577364429943,0,70.18406728093782,4.498165423153433,0,0,2479
2021-08-18,18.974969413934573,0,53.33979912469597,15.868968914146226,0,0,1669
2021-08-19,19.048589786509368,0,51.61315792960599,22.64122591672625,0,0,1734
2021-08-20,22.55138233867725,0,53.91942696331324,16.324079441780952,0,0,1863
2021-08-21,23.200272760660987,0,43.74431531126318,1.9808905920325182,0,0,2135
2021-08-22,19.743802009417998,0,61.217203356834226,9.712533931348913,0,0,2201
2021-08-23,19.334267287846888,0,63.00180782108347,3.9310237561643144,0,0,2153
2021-08-24,17.84967136062093,0,45.53810264069407,15.272541489325215,0,0,1874
2021-08-25,17.396026981105653,0,68.65934577592114,10.33255903020785,0,0,1874
2021-08-26,12.914342513061023,0,63.08586196942558,4.274801482422925,0,0,1434
2021-08-27,12.237581880026227,0,64.59566089856243,6.371735980263536,0,0,1226
2021-08-28,9.461709640052092,0,69.20562190960415,3.7199285869988308,0,0,1307
2021-08-29,11.909988892821854,0,53.995472919167256,4.103947096746255,0,0,1752
2021-08-30,10.55502323550143,1,81.64920682692042,6.881957212515867,0,0,850
2021-08-31,15.23071617826449,0,56.89101183521134,13.43055247215391,0,0,1483
2021-09-01,10.66035948412227,0,70.09250736161698,8.89768155702795,0,0,1524
2021-09-02,18.49661794991048,0,63.98807773361388,2.715197497744761,0,0,1911
2021-09-03,17.973559006447072,0,60.40319844648755,1.4801843704355488,0,1,1850
2021-09-04,16.393576775833175,0,58.48980950493764,5.252838595849605,0,0,1700
2021-09-05,19.03690278851434,1,71.74713865079748,15.50424374308634,0,0,1191
2021-09-06,21.187562304685855,0,67.6560086105112,4.565014596708798,0,0,2482
2021-09-07,19.126859381918276,0,55.59142285796242,3.6176334485700448,0,0,2111
2021-09-08,17.85459875148117,0,52.465177089071545,9.024661506479823,0,0,2130
2021-09-09,23.715777909383252,0,50.93839186970483,13.916244816638134,0,0,1867
2021-09-10,18.60258396295006,0,54.676919627739764,5.514183813790792,0,0,1911
2021-09-11,17.50463947705545,0,58.55711702083896,8.303988161368121,0,0,2466
2021-09-12,15.86938790000891,0,53.594678175217794,10.606850791570519,0,1,2170
2021-09-13,14.073963426605967,0,59.94549282786695,3.3139839231486663,0,0,1839
2021-09-14,16.844706824385536,0,44.4505978644322,5.230420843190901,0,0,2004
2021-09-15,14.684257861756992,0,61.698817886630124,3.5686742633667894,0,0,1627
2021-09-16,17.587225056805632,0,58.03587026930451,3.9381648808919363,0,1,2462
2021-09-17,14.482041962091674,0,60.7816508674756,9.43602921087428,0,1,2012
2021-09-18,11.512723704400775,0,50.99562169131144,1.669538630804179,0,0,1422
2021-09-19,13.941597224792611,0,65.9962945891811,1.4436208608202081,0,0,1941
2021-09-20,12.510510267349652,0,73.50093308209638,4.816881898835837,0,0,1811
2021-09-21,17.970277822490896,0,58.36759363197828,6.908235821927046,0,0,1877
2021-09-22,12.116887942791205,0,66.42112171440418,9.530274491897597,0,0,1273
2021-09-23,12.846546781766861,0,57.53716859137177,10.00255244769883,0,0,1562
2021-09-24,13.121518070075862,0,67.5309552778844,20.252573964153697,0,0,1261
2021-09-25,9.17391714988683,0,67.28243512951964,12.91421754388507,0,0,1113
2021-09-26,10.5659976554459,0,61.02543156797903,14.22154024371967,0,0,1303
2021-09-27,13.165582485700149,0,68.9662091886353,5.740259740488277,0,0,1430
2021-09-28,14.938820169690315,0,78.11659850574543,5.277449301415869,0,0,1349
2021-09-29,9.29145110653251,0,63.51159793984769,3.2827874315928978,0,0,1245
2021-09-30,9.687103388115734,0,60.454706071542645,20.74047658600303,0,1,1602
2021-10-01,9.442056441788386,0,53.76733102058057,32.26061838904667,0,0,1108
2021-10-02,7.390615611398896,1,87.54630302734331,6.168745818263982,0,0,655
2021-10-03,8.095675347034486,0,61.14617222050586,8.756938661140984,0,0,1382
2021-10-04,8.251123382137116,0,67.7362928460207,5.816346512579975,0,0,1457
2021-10-05,8.915049492956406,1,85.48194224217825,7.454984259006155,0,0,556
2021-10-06,4.605796956181611,1,83.33302862969751,12.590519336249123,0,0,445
2021-10-07,2.6247160492762305,0,68.36535080087366,8.633278591640728,0,0,1245
2021-10-08,5.759761216388239,1,94.13964020150502,5.957779475980617,0,0,687
2021-10-09,10.286050488818798,1,75.21180917198534,8.646577651924098,0,0,934
2021-10-10,14.343384862225385,0,63.754373256088925,3.6819457534881987,0,0,1910
2021-10-11,15.8107467880875,0,64.94495980667514,4.5305506825019535,0,0,2038
2021-10-12,16.744542393985277,0,51.34374793637169,16.979613528525842,0,0,1695
2021-10-13,9.496540103203447,0,64.71684005656729,8.430217441135177,0,0,1306
2021-10-14,7.678554444890822,1,92.14907690226121,17.690774788316258,0,0,536
2021-10-15,7.4130723481168115,0,65.06771021410592,8.609912118392694,0,0,1154
2021-10-16,0.42654178007933297,0,63.99588226896699,11.861778528806422,0,1,1309
2021-10-17,2.698914022756372,0,65.0079730439233,3.3120184187790658,0,0,1072
2021-10-18,3.2658304465536085,0,73.10385891615323,10.23116266304182,0,0,1296
2021-10-19,10.33230738347875,0,57.4662345000714,7.323737125682497,0,0,1580
2021-10-20,10.425656668350005,0,58.5379473537249,15.73802655512551,0,0,1449
2021-10-21,8.114911079762184,0,55.72706997260931,23.38318175810344,0,0,1221
2021-10-22,7.103337137287307,0,69.64384803308009,4.21195032363033,0,1,1458
2021-10-23,9.860755024054207,0,66.9529408961267,3.086070677769874,0,0,1327
2021-10-24,9.401082949066225,0,59.05481818377432,7.541237872043995,0,0,1108
2021-10-25,8.705386740061938,0,59.62104158941452,23.073461042913376,0,0,1208
2021-10-26,6.34807914991603,0,63.28513915472042,4.260334545886165,0,0,1520
2021-10-27,2.8775757205508845,0,67.73718351030239,18.40019385520833,0,1,1474
2021-10-28,1.9543487329041263,0,60.80178155404347,5.5672731838903475,0,1,1560
2021-10-29,8.064133095992704,1,80.16661463168295,8.10189583407579,0,0,755
2021-10-30,4.586054706194134,1,88.60068254740591,7.432754407769425,0,0,507
2021-10-31,0.6145637650653804,0,60.24816639640164,8.187903333353077,0,0,1282
2021-11-01,0.33605983302470044,0,61.65678234597176,3.114081072319304,0,0,1495
2021-11-02,0.9694421980335317,0,68.88100014985076,27.748014010572536,0,0,1138
2021-11-03,-4.279828752434227,0,71.06721512563907,10.819635808439292,0,0,1246
2021-11-04,-3.6206009708185647,0,75.17527897438309,1.6245093406266704,0,0,1076
2021-11-05,-0.7877643563711914,1,87.6256772599677,17.269174369745926,0,1,716
2021-11-06,1.0306675082769012,0,69.05072594713063,4.430709674623861,0,0,916
2021-11-07,3.4172650492948446,1,85.61477470807631,4.114039230447779,0,0,422
2021-11-08,0.29278882419885477,1,86.21658488007999,18.74505896707214,0,0,354
2021-11-09,3.536533270595857,0,58.07545012720174,14.111774246407501,0,0,1046
2021-11-10,7.725081721560455,0,70.69143191614465,10.054877242149473,0,0,1368
2021-11-11,5.709242405105496,0,70.926793783641,9.842220041603953,0,0,1340
2021-11-12,0.029020053605969487,0,68.95350558238306,20.48806256045424,0,0,1049
2021-11-13,1.796322867525311,0,78.35119298928362,6.970023419720424,0,0,904
2021-11-14,3.5766171425276805,0,57.83743461024265,11.880535361018476,0,0,1223
2021-11-15,6.9797217746422735,0,64.5909169321311,10.140025426398894,0,0,1669
2021-11-16,4.255061683371676,0,54.52862986306823,1.4618158469428169,0,0,1566
2021-11-17,6.810755682962842,0,67.1335824834287,3.2195189586129827,0,0,1376
2021-11-18,3.8078004693359118,0,60.876914228171955,9.376978548396425,0,1,1773
2021-11-19,-0.6893532855260913,0,62.370315655644895,4.3273714678729265,0,0,1304
2021-11-20,-1.3897092244011313,1,89.68711348491979,25.61116876556095,0,0,556
2021-11-21,-2.474854355126312,0,74.64206409956756,25.692711905303252,0,0,1159
2021-11-22,-2.299969719652295,0,75.41229431477075,13.482736853072163,0,0,1421
2021-11-23,1.280827535609275,0,65.97140434120155,10.332398232768664,0,0,1103
2021-11-24,3.9043035753214266,1,94.74202976375454,12.311774285335197,0,0,456
2021-11-25,3.0799850226862175,0,73.68479235071406,16.486421071879214,0,1,1756
2021-11-26,0.5106678510937543,1,82.68695556553797,24.115974220595547,0,0,463
2021-11-27,2.0939187354899174,0,63.91426463964905,1.583855532560656,0,0,1281
2021-11-28,-0.6486262871101034,0,81.70418880900371,5.416489369127457,0,0,1485
2021-11-29,-2.9449436377519556,1,84.26068182258315,11.60767435269857,0,0,624
2021-11-30,-3.2686359507936924,1,85.48411720800623,11.204168840877559,0,0,499
2021-12-01,0.8766377087027397,1,89.52850439652242,9.714307012193899,0,1,768
2021-12-02,-4.6942727560889175,0,57.058504900739834,2.8130971259479405,0,0,1251
2021-12-03,-2.8138578870179742,0,71.42178620371136,16.952115222479723,0,0,1130
2021-12-04,-0.5885597014804445,0,67.57622748533427,8.375261931032629,0,0,1206
2021-12-05,-3.286201763229493,0,60.02135187975947,8.52838842699778,0,0,953
2021-12-06,-3.4159967522042782,0,71.63969283654828,6.436315404837204,0,0,1042
2021-12-07,0.2569761575508087,0,63.162198826912004,7.130531408733596,0,0,939
2021-12-08,3.2511513242297596,0,67.69111242545873,8.465889379025123,0,1,1341
2021-12-09,4.761310800937091,1,94.99617512570836,20.0288410633019,0,0,410
2021-12-10,6.156770330660029,0,51.0764141682809,12.854611957562316,0,0,1176
2021-12-11,3.7408251724190666,0,62.21434405039876,27.88320615842329,0,0,918
2021-12-12,5.078422138067124,0,69.53198238809527,5.570805071219323,0,0,1204
